MEASURE_STATION;DATE;YEAR;MONTH;DAY;NOx;NO2;SO2;NO;PM10;MAGNITUDE_42;MAGNITUDE_30;MAGNITUDE_43;MAGNITUDE_20;MAGNITUDE_35;MAGNITUDE_44;MAGNITUDE_14;MAGNITUDE_9;MAGNITUDE_6
4;2019-01-01;2019;1;1;232.0;71.0;18.0;105.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8
4;2019-01-02;2019;1;2;334.0;84.0;20.0;163.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
4;2019-01-03;2019;1;3;269.0;77.0;18.0;125.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9
4;2019-01-04;2019;1;4;304.0;86.0;19.0;142.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
4;2019-01-05;2019;1;5;241.0;75.0;18.0;108.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9
4;2019-01-06;2019;1;6;279.0;82.0;18.0;129.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
4;2019-01-07;2019;1;7;284.0;87.0;21.0;128.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
4;2019-01-08;2019;1;8;331.0;90.0;20.0;157.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
4;2019-01-09;2019;1;9;236.0;74.0;18.0;105.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8
4;2019-01-10;2019;1;10;111.0;51.0;13.0;39.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5
4;2019-01-11;2019;1;11;241.0;82.0;16.0;104.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8
4;2019-01-12;2019;1;12;174.0;64.0;16.0;72.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7
4;2019-01-13;2019;1;13;170.0;62.0;16.0;70.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7
4;2019-01-14;2019;1;14;427.0;105.0;22.0;210.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.2
4;2019-01-15;2019;1;15;316.0;91.0;21.0;147.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
4;2019-01-16;2019;1;16;179.0;61.0;16.0;77.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7
4;2019-01-17;2019;1;17;167.0;63.0;15.0;68.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7
4;2019-01-18;2019;1;18;169.0;57.0;14.0;73.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7
4;2019-01-19;2019;1;19;119.0;52.0;12.0;44.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6
4;2019-01-20;2019;1;20;81.0;43.0;14.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5
4;2019-01-21;2019;1;21;168.0;61.0;15.0;70.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6
4;2019-01-22;2019;1;22;119.0;54.0;14.0;42.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5
4;2019-01-23;2019;1;23;40.0;26.0;16.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3
4;2019-01-24;2019;1;24;97.0;51.0;17.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5
4;2019-01-25;2019;1;25;158.0;60.0;18.0;64.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6
4;2019-01-26;2019;1;26;110.0;52.0;16.0;38.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5
